seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_12750	22026	No terminal repeats	31	11	0.9625	NA	0	4.3261	NA	NA
contig_18685	5331	No terminal repeats	8	11	0.9624	NA	0	1.9648	NA	NA
contig_2109	6171	No terminal repeats	10	11	0.9624	NA	0	1.0085	NA	NA
contig_3503	3438	No terminal repeats	3	11	0.9624	NA	0	1.1986	NA	NA
contig_14866	5252	No terminal repeats	11	11	0.9624	NA	0	3.4366	NA	NA
contig_22386	16285	No terminal repeats	25	11	0.9623	NA	0	1.9611	NA	NA
contig_8526	10792	No terminal repeats	21	11	0.9623	NA	1	5.9124	NA	NF033068
contig_3420	2946	No terminal repeats	4	11	0.9621	NA	0	1.1986	NA	NA
contig_8428	10480	No terminal repeats	6	11	0.9621	NA	0	1.7410	NA	NA
contig_14652	4228	No terminal repeats	4	11	0.9621	NA	0	1.1986	NA	NA
contig_18237	5598	No terminal repeats	7	11	0.9619	NA	0	3.2398	NA	NA
contig_761	2748	No terminal repeats	6	11	0.9617	NA	0	0.4697	NA	NA
contig_3493	4538	No terminal repeats	5	11	0.9617	NA	0	1.1986	NA	NA
contig_2112	31356	No terminal repeats	48	11	0.9617	NA	0	4.1449	NA	NA
contig_2499	19314	No terminal repeats	22	11	0.9616	NA	0	0.1360	NA	NA
contig_12842	16599	No terminal repeats	34	11	0.9615	NA	0	1.7380	NA	NA
contig_3472	5982	No terminal repeats	8	11	0.9615	NA	0	2.8258	NA	NA
contig_9165	7614	No terminal repeats	6	11	0.9615	NA	0	1.7410	NA	NA
contig_16410	8401	No terminal repeats	8	11	0.9614	NA	0	2.6531	NA	NA
contig_674	2912	No terminal repeats	8	11	0.9614	NA	0	0.7476	NA	NA
contig_4880	9435	No terminal repeats	11	11	0.9614	NA	1	0.1348	NA	NA
contig_13466	4259	No terminal repeats	9	11	0.9613	NA	0	2.0376	NA	NA
contig_25788	4810	No terminal repeats	5	11	0.9613	NA	0	0.7929	NA	NA
contig_7120	17260	No terminal repeats	19	11	0.9613	NA	0	3.3211	NA	NA
contig_9576	3328	No terminal repeats	6	11	0.9613	NA	0	2.2291	NA	NA
contig_778	2849	No terminal repeats	7	11	0.9613	NA	0	0.7476	NA	NA
contig_22015	6941	No terminal repeats	12	11	0.9611	NA	0	3.6449	NA	NA
contig_6943	8890	No terminal repeats	15	11	0.9610	NA	0	1.3455	NA	NA
contig_2454	17023	No terminal repeats	18	11	0.9610	NA	0	2.3203	FATA_prgIc	NA
contig_16668	2531	No terminal repeats	5	11	0.9610	NA	0	1.2173	NA	NA
contig_3507	6209	No terminal repeats	7	11	0.9607	NA	0	1.7410	NA	NA
contig_12556	3196	No terminal repeats	4	11	0.9606	NA	0	1.7012	NA	NA
contig_2487	10244	No terminal repeats	15	11	0.9606	NA	1	1.3850	B_traN	NA
contig_22115	5858	No terminal repeats	13	11	0.9604	NA	0	3.1821	NA	NA
contig_13061	3048	No terminal repeats	1	11	0.9604	NA	0	0.6479	NA	NA
contig_9557	12695	No terminal repeats	19	11	0.9604	NA	0	1.1002	NA	NA
contig_115	10500	No terminal repeats	9	11	0.9602	NA	0	1.7410	NA	NA
contig_5363	5646	No terminal repeats	8	11	0.9601	NA	0	2.0982	NA	NA
contig_637	3155	No terminal repeats	8	11	0.9601	NA	0	2.9355	NA	NA
contig_365	35058	No terminal repeats	41	11	0.9600	NA	1	1.5344	NA	NA
contig_9361	15380	No terminal repeats	24	11	0.9600	NA	1	1.7193	NA	NA
contig_650	3761	No terminal repeats	7	11	0.9599	NA	0	1.7597	NA	NA
contig_10729	15234	No terminal repeats	18	11	0.9599	NA	0	1.1978	NA	NA
contig_16754	4571	No terminal repeats	4	11	0.9599	NA	0	1.1986	NA	NA
contig_21319	2562	No terminal repeats	5	11	0.9597	NA	0	0.4697	NA	NA
contig_5578	4885	No terminal repeats	8	11	0.9597	NA	0	1.5231	NA	NA
contig_23546	2938	No terminal repeats	5	11	0.9597	NA	0	0.7145	NA	NA
contig_3367	4109	No terminal repeats	4	11	0.9596	NA	0	1.1986	NA	NA
contig_23172	6213	No terminal repeats	13	11	0.9595	NA	0	3.2548	NA	NA
contig_11050	9689	No terminal repeats	11	11	0.9595	NA	0	1.4732	NA	NA
contig_12533	5896	No terminal repeats	7	11	0.9594	NA	0	1.7410	NA	NA
contig_8176	5876	No terminal repeats	8	11	0.9593	NA	0	1.5736	NA	NA
contig_24132	6167	No terminal repeats	12	11	0.9588	NA	0	1.2485	NA	NA
contig_14104	5854	No terminal repeats	3	11	0.9586	NA	0	1.1986	NA	NA
contig_627	3501	No terminal repeats	7	11	0.9586	NA	0	1.2173	NA	NA
contig_23014	4406	No terminal repeats	7	11	0.9586	NA	0	0.7037	NA	NA
contig_5149	6291	No terminal repeats	6	11	0.9586	NA	0	1.7410	NA	NA
contig_3514	4399	No terminal repeats	6	11	0.9585	NA	0	1.7410	NA	NA
contig_703	2591	No terminal repeats	6	11	0.9584	NA	0	0.7476	NA	NA
contig_12631	8755	No terminal repeats	9	11	0.9584	NA	0	1.7129	NA	NA
contig_3388	5508	No terminal repeats	5	11	0.9583	NA	0	1.1986	NA	NA
contig_19681	5868	No terminal repeats	12	11	0.9582	NA	0	2.7124	NA	NA
contig_2505	32928	No terminal repeats	42	11	0.9582	NA	0	1.7927	NA	NA
contig_2281	11641	No terminal repeats	15	11	0.9581	NA	2	2.2411	FA_orf13;FA_orf17b	NA
contig_16621	10737	No terminal repeats	16	11	0.9581	NA	0	2.6165	NA	NA
contig_4884	12188	No terminal repeats	15	11	0.9581	NA	0	1.0985	NA	NA
contig_705	2897	No terminal repeats	8	11	0.9580	NA	0	2.2428	NA	NA
contig_784	3916	No terminal repeats	9	11	0.9579	NA	0	0.5424	NA	NA
contig_17095	6313	No terminal repeats	7	11	0.9579	NA	0	2.3985	NA	NA
contig_8404	26739	No terminal repeats	29	11	0.9577	NA	0	2.7187	NA	NA
contig_3389	5932	No terminal repeats	4	11	0.9577	NA	0	1.1986	NA	NA
contig_1759	8997	No terminal repeats	11	11	0.9576	NA	1	0.3567	NA	NA
contig_19986	16218	No terminal repeats	25	11	0.9574	NA	3	3.1446	T_virB3;T_virB10;T_virB9	NA
contig_711	3364	No terminal repeats	7	11	0.9574	NA	0	1.9648	NA	NA
contig_14877	8337	No terminal repeats	10	11	0.9573	NA	0	2.3275	NA	NA
contig_3810	31248	No terminal repeats	26	11	0.9573	NA	0	0.1757	NA	NA
contig_14485	16266	No terminal repeats	16	11	0.9573	NA	1	1.4972	NA	NA
contig_14695	13400	No terminal repeats	23	11	0.9572	NA	0	1.8330	FATA_prgIc	NA
contig_3489	3784	No terminal repeats	6	11	0.9571	NA	0	2.3973	NA	NA
contig_16200	3924	No terminal repeats	6	11	0.9571	NA	0	1.5577	NA	NA
contig_13765	19729	No terminal repeats	18	11	0.9571	NA	0	3.4203	NA	NA
contig_2491	15939	No terminal repeats	23	11	0.9570	NA	0	0.9750	NA	NA
contig_7190	10371	No terminal repeats	16	11	0.9569	NA	0	4.1777	NA	NA
contig_23996	5615	No terminal repeats	7	11	0.9568	NA	0	1.0846	NA	NA
contig_4221	7369	No terminal repeats	8	11	0.9568	NA	0	2.3973	NA	NA
contig_23225	8729	No terminal repeats	20	11	0.9568	NA	0	3.0642	NA	NA
contig_10553	13456	No terminal repeats	12	11	0.9567	NA	0	0.0504	NA	NA
contig_21643	3931	No terminal repeats	3	11	0.9567	NA	0	1.6884	NA	NA
contig_3150	9075	No terminal repeats	12	11	0.9566	NA	0	1.6805	NA	NA
contig_22889	7392	No terminal repeats	6	11	0.9566	NA	0	1.8549	NA	NA
contig_6479	5064	No terminal repeats	7	11	0.9565	NA	0	0.9020	NA	NA
contig_5882	2776	No terminal repeats	4	11	0.9564	NA	0	2.7380	NA	NA
contig_13720	5691	No terminal repeats	7	11	0.9564	NA	0	1.2611	NA	NA
contig_766	3057	No terminal repeats	7	11	0.9563	NA	0	1.2173	NA	NA
contig_19049	3470	No terminal repeats	3	11	0.9563	NA	0	0.2495	NA	NA
contig_5353	10059	No terminal repeats	17	11	0.9563	NA	0	2.7565	NA	NA
contig_1781	8228	No terminal repeats	10	11	0.9563	NA	0	0.5822	NA	NA
contig_6630	4946	No terminal repeats	6	11	0.9563	NA	0	1.1986	NA	NA
contig_300	11079	No terminal repeats	21	11	0.9562	NA	0	6.4456	NA	NA
contig_25489	3249	No terminal repeats	4	11	0.9561	NA	0	1.4376	NA	NA
contig_7602	7679	No terminal repeats	3	11	0.9560	NA	2	2.7267	MOBP1	NA
contig_19067	8054	No terminal repeats	15	11	0.9560	NA	0	1.7062	NA	NA
contig_3541	655	No terminal repeats	2	11	0.9559	NA	1	1.7183	FA_orf13	NA
contig_14193	4532	No terminal repeats	8	11	0.9559	NA	0	0.3211	NA	NA
contig_6294	9999	No terminal repeats	15	11	0.9558	NA	0	1.2070	NA	NA
contig_663	2590	No terminal repeats	6	11	0.9558	NA	0	2.4659	NA	NA
contig_5236	14579	No terminal repeats	16	11	0.9557	NA	0	1.5119	NA	NA
contig_22433	10245	No terminal repeats	12	11	0.9557	NA	0	3.1918	NA	NA
contig_3431	5629	No terminal repeats	5	11	0.9554	NA	0	1.1986	NA	NA
contig_12547	4960	No terminal repeats	9	11	0.9552	NA	0	0.4851	NA	NA
contig_3462	2806	No terminal repeats	5	11	0.9552	NA	0	1.1986	NA	NA
contig_24435	3525	No terminal repeats	5	11	0.9551	NA	0	0.7037	NA	NA
contig_6252	4543	No terminal repeats	4	11	0.9549	NA	0	1.1986	NA	NA
contig_3476	3920	No terminal repeats	4	11	0.9549	NA	0	1.1986	NA	NA
contig_14570	17333	No terminal repeats	12	11	0.9548	NA	0	3.7704	NA	NA
contig_25283	6238	No terminal repeats	9	11	0.9548	NA	0	0.5221	NA	NA
contig_24397	18861	No terminal repeats	26	11	0.9548	NA	0	0.5113	NA	NA
contig_369	4117	No terminal repeats	6	11	0.9547	NA	0	1.0121	NA	NA
contig_25088	4426	No terminal repeats	9	11	0.9546	NA	0	1.4973	NA	NA
contig_9881	13833	No terminal repeats	24	11	0.9545	NA	0	2.4365	NA	NA
contig_3847	12802	No terminal repeats	24	11	0.9545	NA	2	0.8175	MOBQ	NA
contig_5326	8993	No terminal repeats	10	11	0.9545	NA	0	1.6080	NA	NA
contig_6151	7051	No terminal repeats	5	11	0.9543	NA	0	1.7410	NA	NA
contig_15907	6361	No terminal repeats	7	11	0.9543	NA	0	1.1986	NA	NA
contig_5324	20444	No terminal repeats	19	11	0.9543	NA	0	1.7751	NA	NA
contig_20077	6226	No terminal repeats	11	11	0.9540	NA	0	2.6159	NA	NA
contig_3551	19618	No terminal repeats	29	11	0.9539	NA	0	1.1521	MOBT;FATA_prgL	NF000402
contig_17267	4103	No terminal repeats	8	11	0.9539	NA	0	0.3045	NA	NA
contig_25290	7068	No terminal repeats	9	11	0.9538	NA	0	4.6242	NA	NA
contig_2797	5796	No terminal repeats	14	11	0.9536	NA	0	1.3040	NA	NA
contig_3442	2637	No terminal repeats	4	11	0.9535	NA	0	1.8549	NA	NA
contig_917	2719	No terminal repeats	8	11	0.9534	NA	0	1.4952	NA	NA
contig_7432	5399	No terminal repeats	7	11	0.9534	NA	0	1.4549	NA	NA
contig_13597	3370	No terminal repeats	6	11	0.9531	NA	0	1.7183	NA	NA
contig_2738	2930	No terminal repeats	5	11	0.9531	NA	0	2.1610	NA	NA
contig_930	2944	No terminal repeats	6	11	0.9529	NA	0	1.2900	NA	NA
contig_25238	129550	No terminal repeats	182	11	0.9528	NA	0	0.4766	NA	NA
contig_5603	2604	No terminal repeats	6	11	0.9525	NA	0	2.4659	NA	NA
contig_9179	4701	No terminal repeats	4	11	0.9525	NA	0	1.1986	NA	NA
contig_23037	6762	No terminal repeats	6	11	0.9523	NA	0	1.8549	NA	NA
contig_3456	3160	No terminal repeats	4	11	0.9523	NA	0	1.1986	NA	NA
contig_2495	10703	No terminal repeats	11	11	0.9523	NA	0	0.0413	NA	NA
contig_10464	10972	No terminal repeats	10	11	0.9519	NA	0	2.4423	NA	NA
contig_2790	15561	No terminal repeats	21	11	0.9519	NA	0	2.7051	FATA_prgL	NA
contig_18333	4595	No terminal repeats	8	11	0.9518	NA	0	0.5357	NA	NA
contig_15301	4449	No terminal repeats	8	11	0.9517	NA	0	1.7054	NA	NA
contig_19637	2730	No terminal repeats	4	11	0.9517	NA	1	1.5829	NA	NA
contig_19134	2595	No terminal repeats	6	11	0.9517	NA	0	1.5852	NA	NA
contig_16429	4221	No terminal repeats	9	11	0.9516	NA	0	1.9702	NA	NA
contig_10554	16044	No terminal repeats	13	11	0.9516	NA	0	2.8266	NA	NA
contig_14394	4022	No terminal repeats	5	11	0.9515	NA	0	1.1986	NA	NA
contig_22574	9104	No terminal repeats	13	11	0.9515	NA	0	4.0039	NA	NA
contig_2476	2902	No terminal repeats	2	11	0.9514	NA	0	1.2970	NA	NA
contig_19769	9098	No terminal repeats	17	11	0.9514	NA	0	1.7129	NA	NA
contig_1603	3726	No terminal repeats	5	11	0.9514	NA	0	1.1986	NA	NA
contig_240	9753	No terminal repeats	13	11	0.9511	NA	1	1.4174	NA	NF000051
contig_4057	15359	No terminal repeats	19	11	0.9509	NA	0	1.2653	NA	NA
contig_2460	5166	No terminal repeats	7	11	0.9508	NA	0	2.5891	NA	NA
contig_19133	6049	No terminal repeats	10	11	0.9508	NA	0	4.3323	NA	NA
contig_24113	12175	No terminal repeats	2	11	0.9506	NA	0	1.7183	NA	NA
contig_11054	6710	No terminal repeats	8	11	0.9506	NA	0	1.5059	NA	NA
contig_25117	17875	No terminal repeats	24	11	0.9505	NA	0	1.2542	NA	NA
contig_8577	8615	No terminal repeats	18	11	0.9505	NA	0	3.2746	NA	NA
contig_3110	13835	No terminal repeats	21	11	0.9504	NA	1	0.7663	NA	NA
contig_16179	7568	No terminal repeats	10	11	0.9504	NA	0	0.3039	NA	NA
contig_24672	3207	No terminal repeats	5	11	0.9504	NA	0	0.8399	NA	NA
contig_20652	9084	No terminal repeats	24	11	0.9503	NA	0	5.1544	NA	NA
contig_25782	18123	No terminal repeats	21	11	0.9503	NA	0	1.9025	MOBV	NA
contig_13492	7718	No terminal repeats	6	11	0.9502	NA	0	1.7410	NA	NA
contig_5983	5522	No terminal repeats	9	11	0.9502	NA	0	1.2073	NA	NA
contig_2782	3443	No terminal repeats	6	11	0.9501	NA	0	0.9595	NA	NA
contig_3134	17299	No terminal repeats	24	11	0.9501	NA	0	2.0400	NA	NA
contig_2167	15345	No terminal repeats	24	11	0.9501	NA	0	2.7981	NA	NA
contig_8101	12946	No terminal repeats	16	11	0.9499	NA	0	4.7776	NA	NA
contig_13670	4738	No terminal repeats	4	11	0.9499	NA	0	0.9699	NA	NA
contig_197	22185	No terminal repeats	31	11	0.9497	NA	0	0.3569	NA	NF033693
contig_7662	33423	No terminal repeats	10	11	0.9497	NA	0	0.0333	NA	NA
contig_3461	4454	No terminal repeats	6	11	0.9497	NA	0	1.8549	NA	NA
contig_3508	5292	No terminal repeats	5	11	0.9496	NA	0	1.1986	NA	NA
contig_715	3016	No terminal repeats	6	11	0.9496	NA	0	0.4697	NA	NA
contig_4000	4820	No terminal repeats	5	11	0.9495	NA	0	1.0816	NA	NA
contig_622	6163	No terminal repeats	11	11	0.9495	NA	0	2.0376	NA	NA
contig_4304	9132	No terminal repeats	11	11	0.9495	NA	0	3.4038	NA	NA
contig_12900	6988	No terminal repeats	7	11	0.9495	NA	0	1.8549	NA	NA
contig_21287	7176	No terminal repeats	6	11	0.9494	NA	0	1.8549	NA	NA
contig_3270	4206	No terminal repeats	7	11	0.9494	NA	0	1.0227	NA	NA
contig_4967	5781	No terminal repeats	7	11	0.9493	NA	0	1.5897	NA	NA
contig_763	2907	No terminal repeats	5	11	0.9493	NA	0	0.7476	NA	NA
contig_9990	6244	No terminal repeats	10	11	0.9492	NA	0	0.3964	NA	NA
contig_15005	43661	No terminal repeats	58	11	0.9490	NA	2	5.9728	MOBP2	NA
contig_7964	3534	No terminal repeats	7	11	0.9490	NA	0	1.2900	NA	NA
contig_20622	7948	No terminal repeats	14	11	0.9489	NA	0	2.9699	NA	NA
contig_16305	3863	No terminal repeats	3	11	0.9488	NA	0	1.2549	NA	NA
contig_26195	53215	No terminal repeats	66	11	0.9488	NA	0	3.0802	NA	NA
contig_7882	3747	No terminal repeats	5	11	0.9488	NA	0	0.3964	NA	NA
contig_11055	8201	No terminal repeats	5	11	0.9487	NA	0	1.3213	NA	NA
contig_11337	9600	No terminal repeats	7	11	0.9486	NA	0	0.1762	NA	NA
contig_11440	3459	No terminal repeats	6	11	0.9486	NA	0	0.9967	NA	NA
contig_4853	2835	No terminal repeats	5	11	0.9486	NA	0	0.9851	NA	NA
contig_12347	30833	No terminal repeats	49	11	0.9486	NA	0	3.8480	NA	NA
contig_18709	9775	No terminal repeats	13	4	0.9485	NA	0	1.0543	NA	NA
contig_40	9473	No terminal repeats	13	11	0.9485	NA	0	1.3174	NA	NA
contig_8573	6763	No terminal repeats	9	11	0.9484	NA	0	1.7183	NA	NA
contig_2381	5899	No terminal repeats	11	11	0.9484	NA	0	1.1832	NA	NA
contig_18105	2622	No terminal repeats	5	11	0.9481	NA	0	1.4585	NA	NA
contig_20486	6371	No terminal repeats	10	11	0.9481	NA	0	1.0116	NA	NA
contig_13012	8079	No terminal repeats	14	11	0.9481	NA	1	1.4876	NA	NA
contig_2834	5311	No terminal repeats	4	11	0.9479	NA	0	1.4807	NA	NA
contig_24145	18786	No terminal repeats	39	11	0.9479	NA	0	3.8490	NA	NA
contig_22714	11415	No terminal repeats	13	11	0.9478	NA	0	4.2618	MOBT;MOBT;MOBT	NA
contig_2791	17471	No terminal repeats	25	11	0.9477	NA	0	1.2497	NA	NA
contig_18229	13063	No terminal repeats	11	11	0.9477	NA	0	2.6079	NA	NA
contig_20590	4781	No terminal repeats	5	11	0.9476	NA	0	1.1986	NA	NA
contig_7904	3637	No terminal repeats	6	11	0.9476	NA	0	0.0583	NA	NA
contig_9554	2588	No terminal repeats	5	11	0.9474	NA	0	0.9967	NA	NA
contig_11891	4623	No terminal repeats	8	4	0.9473	NA	0	1.5852	NA	NA
contig_10848	5443	No terminal repeats	9	11	0.9472	NA	0	3.8505	NA	NA
contig_7987	8162	No terminal repeats	15	11	0.9470	NA	1	2.2463	T_virB6	NA
contig_7093	2687	No terminal repeats	6	11	0.9468	NA	0	1.7054	NA	NA
contig_22795	5697	No terminal repeats	7	11	0.9467	NA	0	0.6562	NA	NA
contig_24496	20870	No terminal repeats	34	11	0.9467	NA	0	1.9860	NA	NA
contig_17853	2268	No terminal repeats	3	11	0.9466	NA	1	1.4944	T_virB5	NA
contig_9638	4176	No terminal repeats	6	11	0.9465	NA	0	1.1986	NA	NA
contig_3440	2638	No terminal repeats	4	11	0.9465	NA	0	0.6562	NA	NA
contig_819	3587	No terminal repeats	7	11	0.9463	NA	0	1.2900	NA	NA
contig_15922	8175	No terminal repeats	12	11	0.9463	NA	0	0.6930	NA	NA
contig_8125	7334	No terminal repeats	11	11	0.9462	NA	0	2.3751	NA	NA
contig_8102	13764	No terminal repeats	13	11	0.9461	NA	0	0.0415	NA	NA
contig_11974	3044	No terminal repeats	3	11	0.9461	NA	0	1.1456	NA	NA
contig_14420	5256	No terminal repeats	7	11	0.9460	NA	0	0.7490	NA	NA
contig_6596	3137	No terminal repeats	3	11	0.9456	NA	0	0.3964	NA	NA
contig_26131	7140	No terminal repeats	10	11	0.9456	NA	2	1.8745	NA	NA
contig_10795	7429	No terminal repeats	15	11	0.9454	NA	0	2.2940	NA	NA
contig_3918	16220	No terminal repeats	22	11	0.9454	NA	0	3.1948	NA	NA
contig_2188	2719	No terminal repeats	5	11	0.9452	NA	0	0.7543	NA	NA
contig_21724	9996	No terminal repeats	11	11	0.9451	NA	0	1.2976	NA	NA
contig_6154	4263	No terminal repeats	6	11	0.9450	NA	0	1.1986	NA	NA
contig_18501	19574	No terminal repeats	26	11	0.9450	NA	0	2.7489	NA	NA
contig_4271	5721	No terminal repeats	13	11	0.9450	NA	0	3.4600	NA	NA
contig_18653	4898	No terminal repeats	10	11	0.9450	NA	0	1.7183	NA	NA
contig_11592	14075	No terminal repeats	18	11	0.9450	NA	0	1.3931	NA	NA
contig_12433	3379	No terminal repeats	4	11	0.9448	NA	0	0.7934	NA	NA
contig_6812	7131	No terminal repeats	14	11	0.9447	NA	0	2.2217	NA	NA
contig_9508	3493	No terminal repeats	7	11	0.9445	NA	0	1.1561	NA	NA
contig_25517	12491	No terminal repeats	18	11	0.9445	NA	0	0.1737	NA	NA
contig_19242	11121	No terminal repeats	6	11	0.9444	NA	0	0.3154	NA	NA
contig_7480	5942	No terminal repeats	5	11	0.9443	NA	0	1.7183	NA	NA
contig_3412	7608	No terminal repeats	7	11	0.9443	NA	0	1.8549	NA	NA
contig_20867	5193	No terminal repeats	5	11	0.9441	NA	0	1.1986	NA	NA
contig_18831	2715	No terminal repeats	2	11	0.9440	NA	0	0.6562	NA	NA
contig_8806	2628	No terminal repeats	4	11	0.9438	NA	0	0.5482	MOBT	NA
contig_19150	6418	No terminal repeats	6	11	0.9437	NA	0	1.1986	NA	NA
contig_8406	15777	No terminal repeats	18	11	0.9435	NA	0	3.3185	NA	NA
contig_11471	2650	No terminal repeats	5	11	0.9435	NA	0	0.5482	MOBT	NA
contig_629	2564	No terminal repeats	4	11	0.9435	NA	0	0.5424	NA	NA
contig_14727	13456	No terminal repeats	25	11	0.9433	NA	0	0.5563	NA	NA
contig_5067	16749	No terminal repeats	28	11	0.9430	NA	0	2.4676	NA	NA
contig_24497	33356	No terminal repeats	27	11	0.9429	NA	0	4.5448	NA	NA
contig_23597	11378	No terminal repeats	17	11	0.9429	NA	0	2.9176	NA	NA
contig_16843	7310	No terminal repeats	10	11	0.9429	NA	0	0.5213	NA	NA
contig_15560	12372	No terminal repeats	17	11	0.9428	NA	0	2.3602	NA	NA
contig_17651	6521	No terminal repeats	15	11	0.9427	NA	0	0.3614	NA	NA
contig_9178	4585	No terminal repeats	7	11	0.9425	NA	0	1.1986	NA	NA
contig_6631	2915	No terminal repeats	2	11	0.9424	NA	0	0.6562	NA	NA
contig_14882	14942	No terminal repeats	23	11	0.9421	NA	0	3.0360	NA	NA
contig_3315	5776	No terminal repeats	5	11	0.9421	NA	0	1.1986	NA	NA
contig_5382	3359	No terminal repeats	3	11	0.9421	NA	0	1.7183	NA	NA
contig_24218	6770	No terminal repeats	9	11	0.9420	NA	0	1.4937	NA	NA
contig_14956	35710	No terminal repeats	46	11	0.9420	NA	1	3.0339	MOBP2	NA
contig_25373	5203	No terminal repeats	11	11	0.9420	NA	0	1.2690	NA	NA
contig_4392	6416	No terminal repeats	10	11	0.9418	NA	0	0.2606	NA	NA
contig_928	4223	No terminal repeats	8	11	0.9417	NA	0	1.7597	NA	NA
contig_24170	7829	No terminal repeats	7	11	0.9413	NA	0	1.7410	NA	NA
contig_22373	6980	No terminal repeats	9	4	0.9411	NA	0	0.9619	NA	NA
contig_9654	6509	No terminal repeats	7	11	0.9411	NA	0	3.0535	NA	NA
contig_26106	5604	No terminal repeats	14	11	0.9411	NA	0	0.3964	NA	NA
contig_22651	5435	No terminal repeats	9	4	0.9410	NA	0	0.4822	NA	NA
contig_19920	5594	No terminal repeats	9	11	0.9410	NA	0	0.1455	NA	NA
contig_10701	4014	No terminal repeats	4	4	0.9409	NA	0	1.3406	NA	NA
contig_11003	2645	No terminal repeats	3	11	0.9407	NA	0	0.6562	NA	NA
contig_17378	6527	No terminal repeats	8	11	0.9405	NA	0	1.8198	NA	NA
contig_21715	2734	No terminal repeats	3	11	0.9403	NA	0	1.4585	NA	NA
contig_10796	5003	No terminal repeats	8	11	0.9403	NA	0	2.3745	NA	NA
contig_6516	3038	No terminal repeats	6	11	0.9402	NA	0	1.8920	NA	NA
contig_3131	10065	No terminal repeats	13	11	0.9402	NA	0	1.8676	NA	NA
contig_8562	6787	No terminal repeats	6	11	0.9402	NA	0	0.6345	NA	NA
contig_518	2590	No terminal repeats	7	11	0.9396	NA	0	1.0121	NA	NA
contig_5192	31798	No terminal repeats	57	11	0.9396	NA	0	3.8370	NA	NA
contig_9560	14540	No terminal repeats	13	11	0.9395	NA	0	0.6777	NA	NA
contig_9880	4901	No terminal repeats	7	11	0.9394	NA	0	0.7792	NA	NA
contig_4692	5821	No terminal repeats	8	11	0.9394	NA	0	0.6479	NA	NA
contig_909	3196	No terminal repeats	3	11	0.9393	NA	0	0.4697	NA	NA
contig_19461	6769	No terminal repeats	13	11	0.9393	NA	2	2.1070	MOBV;MOBV	NA
contig_13805	13324	No terminal repeats	17	11	0.9390	NA	0	4.0825	NA	NA
contig_4428	6366	No terminal repeats	5	11	0.9389	NA	0	1.1986	NA	NA
contig_21999	7627	No terminal repeats	5	11	0.9386	NA	0	1.7410	NA	NA
contig_7614	31735	No terminal repeats	28	11	0.9386	NA	0	1.5246	NA	NA
contig_905	3304	No terminal repeats	7	11	0.9383	NA	0	1.7597	NA	NA
contig_9230	4422	No terminal repeats	6	11	0.9381	NA	0	1.2020	NA	NA
contig_12249	2905	No terminal repeats	7	11	0.9380	NA	0	1.2173	NA	NA
contig_6785	15095	No terminal repeats	28	11	0.9380	NA	0	2.6351	NA	NA
contig_11328	10050	No terminal repeats	15	11	0.9379	NA	0	0.9967	NA	NA
contig_14831	27592	No terminal repeats	49	11	0.9379	NA	0	2.9918	NA	NA
contig_10772	7340	No terminal repeats	7	11	0.9378	NA	0	0.8784	NA	NA
contig_18332	9006	No terminal repeats	16	11	0.9377	NA	0	0.2890	NA	NA
contig_6371	9617	No terminal repeats	10	11	0.9377	NA	1	0.7515	NA	NA
contig_6157	5857	No terminal repeats	5	11	0.9376	NA	0	1.8549	NA	NA
contig_8529	5270	No terminal repeats	12	11	0.9376	NA	0	6.4049	NA	NA
contig_6713	10487	No terminal repeats	15	11	0.9375	NA	0	0.4899	NA	NA
contig_2024	19163	No terminal repeats	32	11	0.9375	NA	0	0.4928	NA	NA
contig_20750	6624	No terminal repeats	7	11	0.9374	NA	0	1.1986	NA	NA
contig_22941	6950	No terminal repeats	7	11	0.9369	NA	0	1.7410	NA	NA
contig_1340	20263	No terminal repeats	30	11	0.9367	NA	0	2.3303	NA	NA
contig_19954	5618	No terminal repeats	6	11	0.9366	NA	0	1.1986	NA	NA
contig_10708	5824	No terminal repeats	8	11	0.9365	NA	0	1.0812	NA	NA
contig_9639	7827	No terminal repeats	9	11	0.9365	NA	0	1.1986	NA	NA
contig_2909	4679	No terminal repeats	5	11	0.9364	NA	0	2.7190	NA	NA
contig_2173	4208	No terminal repeats	4	11	0.9364	NA	0	0.9205	NA	NA
contig_11136	6173	No terminal repeats	3	11	0.9363	NA	0	0.4488	NA	NA
contig_1816	4712	No terminal repeats	4	11	0.9362	NA	0	0.9787	NA	NA
contig_2990	7208	No terminal repeats	11	11	0.9362	NA	0	0.0386	NA	NA
contig_3854	29506	No terminal repeats	46	11	0.9360	NA	3	1.7084	MOBQ	NA
contig_5071	11875	No terminal repeats	16	11	0.9359	NA	0	0.9675	NA	NA
contig_18410	9149	No terminal repeats	15	11	0.9357	NA	0	1.6076	NA	NA
contig_14927	7648	No terminal repeats	9	11	0.9355	NA	0	1.5043	NA	NA
contig_3275	9021	No terminal repeats	16	11	0.9354	NA	0	1.5187	NA	NA
contig_24133	4336	No terminal repeats	6	11	0.9354	NA	0	1.1986	NA	NA
contig_8572	9868	No terminal repeats	8	11	0.9353	NA	0	3.4366	NA	NA
contig_5069	40578	No terminal repeats	44	11	0.9353	NA	0	2.3076	NA	NA
