gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	locus_tag
phage_comp_17_cycle_1_CDS_0043	15557	16684	+	phage_comp_17_cycle_1	-16632543903.380388	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0043
phage_comp_17_cycle_1_CDS_0044	16698	17531	+	phage_comp_17_cycle_1	-242277.6537869104	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0044
phage_comp_17_cycle_1_CDS_0045	17515	18129	+	phage_comp_17_cycle_1	-223817.5608552396	2013	128.0	0.583	1.953e-31	p424926 VI_08726	PHANOTATE	CDS	#07e9a2	lytic tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0045
phage_comp_17_cycle_1_CDS_0046	18300	18190	-	phage_comp_17_cycle_1	-0.6793464457721474	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0046
phage_comp_17_cycle_1_CDS_0047	18301	20430	+	phage_comp_17_cycle_1	-3.842345105497551e+16	13226	227.0	0.288	9.268e-63	p161660 VI_04918	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0047
phage_comp_17_cycle_1_CDS_0048	20403	20501	+	phage_comp_17_cycle_1	-2.125726470497855	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0048
phage_comp_17_cycle_1_CDS_0049	20513	20857	+	phage_comp_17_cycle_1	-998.8742562752533	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0049
phage_comp_17_cycle_1_CDS_0050	20986	21207	+	phage_comp_17_cycle_1	-32.19547485384384	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0050
phage_comp_17_cycle_1_CDS_0051	21418	21248	-	phage_comp_17_cycle_1	-0.1852387964995281	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0051
phage_comp_17_cycle_1_CDS_0052	21877	21434	-	phage_comp_17_cycle_1	-290606.1909744684	25145	80.0	0.391	9.984e-18	p25365 VI_11780	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0052
phage_comp_17_cycle_1_CDS_0053	22199	21993	-	phage_comp_17_cycle_1	-40.21744778049519	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0053
phage_comp_17_cycle_1_CDS_0054	22410	22201	-	phage_comp_17_cycle_1	-2766.0386727899213	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0054
phage_comp_17_cycle_1_CDS_0055	22677	22462	-	phage_comp_17_cycle_1	-3066.8726138115926	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0055
phage_comp_17_cycle_1_CDS_0056	22920	22690	-	phage_comp_17_cycle_1	-519.96014106993	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0056
phage_comp_17_cycle_1_CDS_0057	23552	22923	-	phage_comp_17_cycle_1	-6074212886.322256	164	65.0	0.218	3.576e-13	p190960 VI_07687	PHANOTATE	CDS	#ffdf59	ParA-like partition protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0057
phage_comp_17_cycle_1_CDS_0058	24392	23631	-	phage_comp_17_cycle_1	-1327451122.3240373	25145	188.0	0.477	3.6519999999999996e-54	p25365 VI_11780	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0058
phage_comp_17_cycle_1_CDS_0059	24601	24398	-	phage_comp_17_cycle_1	-18892.4699754824	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0059
phage_comp_17_cycle_1_CDS_0060	24717	24806	+	phage_comp_17_cycle_1	-0.0493920215559558	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0060
phage_comp_17_cycle_1_CDS_0061	24776	25375	+	phage_comp_17_cycle_1	-146356.69490341557	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0061
phage_comp_17_cycle_1_CDS_0062	25417	26217	+	phage_comp_17_cycle_1	-446042.5097085436	157	73.0	0.314	6.207e-17	p413009 VI_07295	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0062
phage_comp_17_cycle_1_CDS_0063	26913	26278	-	phage_comp_17_cycle_1	-91137806.01158924	125	95.0	0.374	1.944e-24	p108293 VI_06205	PHANOTATE	CDS	#ffdf59	DNA invertase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0063
phage_comp_17_cycle_1_CDS_0064	26904	27005	+	phage_comp_17_cycle_1	-0.0648828077966624	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0064
phage_comp_17_cycle_1_CDS_0065	27061	27249	+	phage_comp_17_cycle_1	-12.507124114485055	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0065
phage_comp_17_cycle_1_CDS_0066	27218	27613	+	phage_comp_17_cycle_1	-46219.61160278486	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0066
phage_comp_17_cycle_1_CDS_0067	27684	27589	-	phage_comp_17_cycle_1	-1.1799608537189126	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0067
phage_comp_17_cycle_1_CDS_0068	28105	27809	-	phage_comp_17_cycle_1	-75.02355752724968	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0068
phage_comp_17_cycle_1_CDS_0069	28271	28080	-	phage_comp_17_cycle_1	-420.75386204158576	25567	43.0	0.668	2.61e-07	NC_010945_p57	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0069
phage_comp_17_cycle_1_CDS_0070	28692	28384	-	phage_comp_17_cycle_1	-6813.3554139188345	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0070
phage_comp_17_cycle_1_CDS_0071	29359	28898	-	phage_comp_17_cycle_1	-94.03312455950642	2577	213.0	0.711	2.312e-65	p20485 VI_01658	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0071
phage_comp_17_cycle_1_CDS_0072	29421	29555	+	phage_comp_17_cycle_1	-0.1602556848646549	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0072
phage_comp_17_cycle_1_CDS_0073	29661	29762	+	phage_comp_17_cycle_1	-0.1307713849335018	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0073
phage_comp_17_cycle_1_CDS_0074	30331	29951	-	phage_comp_17_cycle_1	-235748.05582407257	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0074
phage_comp_17_cycle_1_CDS_0075	30826	30449	-	phage_comp_17_cycle_1	-4435.156506930156	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0075
phage_comp_17_cycle_1_CDS_0076	31236	31039	-	phage_comp_17_cycle_1	-12.379305403153804	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0076
phage_comp_17_cycle_1_CDS_0077	31520	31380	-	phage_comp_17_cycle_1	-0.0640967616080194	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0077
phage_comp_17_cycle_1_CDS_0078	31662	31573	-	phage_comp_17_cycle_1	-1.0033844871711144	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0078
phage_comp_17_cycle_1_CDS_0079	31713	31919	+	phage_comp_17_cycle_1	-0.1106394618527396	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0079
phage_comp_17_cycle_1_CDS_0080	32061	32165	+	phage_comp_17_cycle_1	-0.0767378529230777	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0080
phage_comp_17_cycle_1_CDS_0081	32239	33390	+	phage_comp_17_cycle_1	-4951564787597.626	4402	42.0	0.387	9.664e-06	p9534 VI_02338	PHANOTATE	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0081
phage_comp_17_cycle_1_CDS_0082	33446	33571	+	phage_comp_17_cycle_1	-1.2960432264519892	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0082
phage_comp_17_cycle_1_CDS_0083	33615	33740	+	phage_comp_17_cycle_1	-0.0529359002986811	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0083
phage_comp_17_cycle_1_CDS_0084	33797	33889	+	phage_comp_17_cycle_1	-0.9841667690126524	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0084
phage_comp_17_cycle_1_CDS_0085	34143	33940	-	phage_comp_17_cycle_1	-0.087053801770663	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0085
phage_comp_17_cycle_1_CDS_0086	34320	34153	-	phage_comp_17_cycle_1	-0.1230383249537198	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0086
phage_comp_17_cycle_1_CDS_0087	34307	34828	+	phage_comp_17_cycle_1	-3174718.0982480096	2059	44.0	0.221	5.736e-07	p235073 VI_06411	PHANOTATE	CDS	#ff59f5	anti-restriction protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0087
phage_comp_17_cycle_1_CDS_0088	34978	35106	+	phage_comp_17_cycle_1	-63.694605663105385	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0088
phage_comp_17_cycle_1_CDS_0089	35139	35270	+	phage_comp_17_cycle_1	-1.2372188570507552	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0089
phage_comp_17_cycle_1_CDS_0090	35329	35514	+	phage_comp_17_cycle_1	-6.437746697885593	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0090
phage_comp_17_cycle_1_CDS_0091	35639	35523	-	phage_comp_17_cycle_1	-0.0636147856915326	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0091
phage_comp_17_cycle_1_CDS_0092	36022	35765	-	phage_comp_17_cycle_1	-569.821745220837	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0092
phage_comp_17_cycle_1_CDS_0093	36349	36083	-	phage_comp_17_cycle_1	-780.2325160396643	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_17_cycle_1_CDS_0093
phage_comp_19_cycle_1_CDS_0001	612	190	-	phage_comp_19_cycle_1	-739.4788909482089	1529	47.0	0.511	1.682e-09	p439749 VI_04529	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0001
phage_comp_19_cycle_1_CDS_0002	905	624	-	phage_comp_19_cycle_1	-118.86352168461318	27778	77.0	0.46	2.011e-19	NC_029030_p30	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0002
phage_comp_19_cycle_1_CDS_0003	1074	964	-	phage_comp_19_cycle_1	-0.0705461271087234	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0003
phage_comp_19_cycle_1_CDS_0004	1628	1125	-	phage_comp_19_cycle_1	-435.33234665202207	1309	189.0	0.604	2.3290000000000003e-55	NC_009018_p56	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0004
phage_comp_19_cycle_1_CDS_0005	1876	1697	-	phage_comp_19_cycle_1	-9.45288841158189	1309	50.0	0.531	1.822e-08	NC_009018_p56	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0005
phage_comp_19_cycle_1_CDS_0006	2203	1940	-	phage_comp_19_cycle_1	-97.57381993124814	297	96.0	0.588	3.122e-26	p26528 VI_00260	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0006
phage_comp_19_cycle_1_CDS_0007	2552	2205	-	phage_comp_19_cycle_1	-728.9913697031077	4257	153.0	0.66	6.156999999999999e-45	p367173 VI_04831	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0007
phage_comp_19_cycle_1_CDS_0008	3257	2637	-	phage_comp_19_cycle_1	-45866.090591445005	1554	258.0	0.673	3.4449999999999996e-80	p164420 VI_04844	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0008
phage_comp_19_cycle_1_CDS_0009	3462	3259	-	phage_comp_19_cycle_1	-34.17172970835282	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0009
phage_comp_19_cycle_1_CDS_0010	6707	3465	-	phage_comp_19_cycle_1	-5.1822407763563184e+20	1330	185.0	0.277	2.278e-48	p386330 VI_04802	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0010
phage_comp_19_cycle_1_CDS_0011	7329	6688	-	phage_comp_19_cycle_1	-2133.657952158089	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0011
phage_comp_19_cycle_1_CDS_0012	10694	7416	-	phage_comp_19_cycle_1	-1.5619636826308913e+20	1293	569.0	0.357	1.203e-169	p160953 VI_04898	PHANOTATE	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0012
phage_comp_19_cycle_1_CDS_0013	11818	10874	-	phage_comp_19_cycle_1	-9069894.955392824	559	157.0	0.405	3.529e-44	MF787246_p4	PHANOTATE	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_19_cycle_1_CDS_0013
